Atxn7   2375840   2380506
Eogt   2381096   2383073
CG9870   2383201   2384747
VGlut   2391659   2416720
CG9886   2420829   2424647
CG44139   2424796   2425041
dpp   2428371   2459823
tRNA:Y1:22Fa   2462592   2462686
oaf   2492954   2498846
CR44113   2555749   2556089
Elba2   2577686   2579179
Arpc5   2580291   2585430
CG15394   2591868   2592773
CG15395   2609993   2611283
CG43403   2620186   2620782
CR43852   2646029   2646281
CG43851   2647885   2652414
Prosbeta4R1   2653045   2653926
Or23a,Prosbeta4R2   2654048   2657102
CG9879   2665061   2666265
Gr23a   2669822   2672186
CG31690   2677733   2719431
CG31689   2725673   2739830
mir   4914   2725673   2739830
Hrs   2739985   2744934
Cwc25   2745097   2758176
Bacc   2745097   2758176
Trn   SR   2759923   2765665
aph   1   2766232   2767281
Taf10   2767889   2770069
CG2862   2770134   2771776
CR43821   2772326   2799979
daw   2805260   2812376
CG2964   2812436   2815760
Cpr23B   2838410   2839547
CG2975   2840024   2844513
CG2983   2847631   2855778
RpS21   2856069   2857029
CG2991   2857163   2868548
CG8813   2868626   2874489
CG8814   2874889   2878232
CG31950   2878343   2879001
betaggt   II   2879111   2885850
lilli   2885928   2954406
Rbp9   2954761   2969638
gammaTub23C   2972890   2974858
CG3165   2977121   2979288
Bem46   2988115   2992759
CG3558   2992869   2998726
CG17265   2999285   3016069
CG17264   3018507   3023141
CG3542   3023225   3029168
CG17219,GABPI   3029252   3035348
CG17260   3035492   3038793
CG17221   3039975   3041890
CG17261   3042550   3043593
v(2)k05816   3043946   3056143
CR43708   3043946   3056143
snRNA:U5:23D   3043946   3056143
CG3523   3056597   3068177
PpD6   3068344   3144786
CG15403   3068344   3144786
gkt   3159949   3162399
CR31953,CR31953   RA   3162514   3163289
Hydr2   3163644   3169462
tRNA:S7:23Eb   3169581   3169663
CG15404   3173971   3174504
CR45336   3210514   3211156
CR44484   3268268   3268646
CG3347   3269436   3271806
CR44485   3287821   3288591
CG3277   3304099   3319872
CG15406   3304099   3319872
CG8837   3320244   3323141
CG33281   3324236   3326637
CG33282   3327902   3329792
CG15408,CG3285   3330927   3334790
CG8838   3357645   3358618
Ptpa   3377001   3378590
CR44791   3389347   3389753
CG34175   3398022   3398684
CG8840   3404459   3426719
CG31952   3404459   3426719
CG2772   3445991   3447589
Snx1   3449682   3452106
CG12795   3452465   3457064
Sec5   3457301   3461952
Pdsw   3466156   3467334
CG31776   3470181   3472364
pgant4   3472602   3476058
CR43928   3476342   3477648
Thor   3478433   3479612
CR45299   3508597   3509036
CR45300   3509057   3510102
CG17593   3514871   3517264
CG8851   3519676   3524056
CG8852   3525130   3530317
Che   13   3530788   3532678
CR44308   3537843   3538333
drm   3539246   3548423
CR44309   3562037   3563118
CR43822   3575349   3575806
CG43815   3576209   3576623
CR44310   3616295   3617619
Dot   3619096   3621681
CG34340   3662744   3692114
CG42464   3699463   3699826
CG42465,Sfp24C1   3700194   3701092
CG42467   3701289   3701699
CG43145   3701825   3702248
CR44311   3702613   3702947
CG2816   3703658   3705488
CG2818   3713359   3717773
Shaw   3718184   3729145
CG10019   3730465   3754617
CG43707   3757255   3769525
CG43703   3757255   3769525
mir   1004   3757255   3769525
bowl   3771699   3784121
CG31960   3784946   3785622
CG31958   3785737   3786343
CG3921   3787166   3802726
Reph   3803544   3810671
CR44076   3815437   3815948
CR44077   3817723   3818534
slp1   3825674   3827099
slp2   3836839   3839185
CR45451   3851950   3852604
CG3964   3862667   3867507
Cep97   3867696   3872458
CG43797   4000017   4000806
CR45344   4001083   4001620
CG34176   4004079   4004480
CG15422   4004983   4005670
CG15423   4006040   4006606
CG43773   4007689   4007984
CG43774   4008652   4009090
ed   4031376   4115749
snoRNA:Me28S   C437   4031376   4115749
Sr   CIII   4120342   4121627
Sr   CI   4121701   4124153
CG2955   4149278   4151203
CR44057   4185400   4186114
lectin   24Db   4188122   4189284
RpL40   4227698   4228561
CR44608   4228920   4229458
CR44058   4241069   4242397
CG15425   4257571   4258425
tutl   4283147   4323781
CG16857   4324553   4331830
Atet   4333912   4345776
mir   1005   4333912   4345776
CR44697   4347500   4347954
CR44698   4348317   4348678
CR44699   4349171   4349685
CR44700   4350998   4351449
CG15429   4352974   4354034
Traf4   4361924   4380716
Tps1   4388326   4393876
l(2)k05819   4394195   4400487
CG33003   4400952   4403142
Dim1   4403250   4403955
CG43055   4403991   4441282
CG43056   4403991   4441282
CG15432   4442319   4444680
Elp3   4444731   4448635
CG15434   4454625   4456807
CG15435   4459728   4463447
CG15436   4463610   4465075
CG17840   4465173   4477022
CR44609   4619586   4620918
BG642163   4641295   4642872
CG15635   4642971   4646562
CG43798   4647050   4647920
CG3355   4651402   4652892
CG11929   4682676   4687232
Elba3   4687510   4688956
CG34351   4694720   4722465
CG42523   4734591   4794044
CG3294   4794548   4796581
CG15629   4813008   4818245
CG15628   4821773   4828945
CG12194   4838346   4841465
CG11927   4847765   4850419
Mon1   4850640   4852640
pog   4852863   4876792
CG3008   4883297   4885669
CG15625   4889994   4891277
CG3036   4892111   4906762
Sgs1   4937408   4941423
CG14044   4942741   4945361
betaggt   I   4945578   4949784
Marcal1   4955508   4958292
CG34124   4958410   4965430
CG34125   4965672   4967775
CG3756   4969003   4973921
CG14043   4969003   4973921
mRpL28   4973975   4977023
CG3792   4977311   4979379
CG34126   4981613   4992702
CG3887   5010921   5012127
Cg25C   5029608   5037279
      5037797   5039025
CG44001   5040647   5051062
CG14040   5051192   5054575
His3.3A   5055057   5058248
qtc   5060814   5070750
RpL37A   5070886   5072055
CG5828   5093975   5095910
CG4230   5096226   5100288
Msp300   5100876   5207002
snoRNA:Psi28S   2263   5100876   5207002
snoRNA:Psi18S   525k   5100876   5207002
Cyp28d2   5207266   5209345
Cyp28d1   5210459   5215081
TpnC25D   5216700   5271384
tRNA:CR31971   5216700   5271384
CR14033   5216700   5271384
CR44744   5216700   5271384
Cyp4ac1   5216700   5271384
Cyp4ac2,Cyp4ac3   5216700   5271384
Bub1   5278864   5283283
CR44742   5287446   5288667
vri   5288943   5311223
CR44985   5315289   5326832
cype   5327226   5327969
TotM   5329856   5330464
nompC   5346236   5365760
CR44745   5387550   5388632
H15   5404279   5416593
CR43713   5431841   5432604
CR43714   5432821   5433522
mid   5461638   5467610
CR45287   5486904   5487191
CG14020   5517736   5519896
cl   5520134   5523898
CG6907   5524138   5536758
Cap   D3   5524138   5536758
CG31648   5524138   5536758
CG31915   5524138   5536758
Lam   5542479   5546642
Oscillin   5547085   5549614
CG18269   5551837   5552756
CG14017,GluRIIA   5553896   5558994
GluRIIB   5559341   5563502
snRNA:U4:25F   5564810   5565766
CG18266   5596832   5598636
CR44795   5601722   5617946
mir   959,mir   960,mir   961,mir   962   5626290   5658560
mir   963,mir   964   5626290   5658560
Hsp60C   5662848   5670838
CG12511   5678581   5679499
CR44819   5690528   5691770
CG7236   5706373   5713791
CR44818   5715348   5716680
CG34011   5716700   5718067
sip1   5721050   5723944
CG11030   5724655   5762420
CG11029   5724655   5762420
CR31912   5767001   5800253
CG31913   5767001   5800253
CG7239   5802219   5804030
CG11034   5805394   5809063
CR44575   5809701   5810216
CR44576   5810351   5810835
CG43307   5811573   5811925
TrissinR   5824003   5856767
CG44574   5883740   5884345
CG43185   5884887   5885491
CG9029   5886001   5886609
CR44578   5888148   5888484
bchs   5907168   5922776
dsf   5925204   5939261
CR45288   5940032   5940250
CR45289   5941994   5942584
Gpdh   5943642   5948968
CG9044   5949449   5955235
Vm26Ab   5957003   5957639
Ucp4C   5968565   5969761
Ucp4B   5969858   5971025
eIF   4a   5981763   5985909
ifc   5986347   5988854
Tsp26A   6000227   6006827
CR43866   6000227   6006827
CG13996   6020834   6021718
CG31643   6038116   6046050
CG12393   6046515   6050474
CG9135   6050799   6053877
CG13995   6054301   6060169
CG34180   6060509   6062757
CG13994   6062988   6065953
CG9147   6065996   6067635
CG13993   6069078   6070686
Kr   h2   6070989   6073961
CR44773,CR9162   6078452   6080128
stai   6100376   6124653
CG31642   6100376   6124653
Arpc4   6125131   6127775
CG9222   6131022   6132484
CG13991   6139381   6145010
Muc26B   6151968   6153701
CG13989   6160399   6161309
CG34380   6179132   6211114
Ugt37b1   6225047   6226842
CR44823   6231806   6232160
Ddr   6253122   6323466
AANATL2   6253122   6323466
CR42735   6253122   6323466
CG13984   6253122   6323466
PDZ   GEF   6323766   6332789
Cpr   6338835   6346280
ppk14   6354955   6356498
CR44778   6360402   6361385
CG9505   6367881   6370190
slam   6372387   6377284
CG9507   6377770   6411326
CG13982   6412314   6423310
Fic   6424335   6426371
frj   6456051   6459008
DLP   6480660   6488756
epsilonCOP   6489089   6490843
CG31638   6491060   6496988
CG9550   6497052   6498466
CG31637   6498646   6526996
CR44776   6551853   6552436
CoVb   6557799   6559308
CG11043   6559425   6562289
Ent2   6562324   6566181
CG11050   6611010   6617117
CR44913   6617133   6621700
CG34345   6623111   6632407
Tango1   6649387   6654574
CG11070   6658516   6662033
Aatf   6717624   6719389
Liprin   alpha   6723902   6732766
TTLL3B   6732865   6736149
CG11221   6742501   6756133
snoRNA:Me28S   G2743   6742501   6756133
CG17378   6774040   6778444
CR43610   6799195   6799600
tRNA:CR31631   6799743   6799816
CG11236   6803010   6805792
CR44081   6812639   6813110
sens   2   6821933   6838995
Rca1   6852314   6853866
l(2)k09022   6854141   6860849
CR44914   6872713   6874378
Nlg2   6874899   6906656
mir   932   6874899   6906656
Rat1   6908082   6914138
Hrb27C   6920703   6932057
CG43232   6932120   6942814
SA   6950420   6956950
CG3430   6957007   6960328
CG10399   6960376   6964074
Coprox   6964420   6965887
CR43142   6972242   6972796
CR44326   6972827   7010359
CG43321   7012261   7012803
CG43322   7013395   7023898
Pcp   7013395   7023898
CG3476   7027525   7028959
Caper,milt   7032720   7056010
Mnn1   7056300   7063586
Sem1   7063985   7065837
CG11289   7067982   7084635
CR44612   7098187   7157695
CG4495   7182233   7190010
CR44989   7220368   7223081
CG43799   7223327   7249343
CG31909   7255418   7277171
wg   7307158   7316265
Wnt6   7333713   7352542
Wnt10   7363378   7377528
ninaC   7377701   7384344
gudu   7388507   7390902
CR44079   7399464   7399929
CG5171   7401334   7404526
CG5177   7405226   7409809
CG15818   7410908   7412229
chm   7412416   7422736
CR43857,mir   275   7423819   7425932
mir   305   7425971   7426044
CG5261   7426865   7430329
CG5973   7437491   7451244
CG6055   7466542   7472493
CG6441   7472512   7496307
CR44082   7497804   7578980
Spn28B   7581923   7583333
CR45370   7604242   7604563
Cyp4d21   7605599   7607701
CG6739   7608388   7616533
CR44799   7636112   7636608
CR44800   7636950   7637324
Myo28B1   7642004   7692683
CG43235   7693029   7701601
Tep3   7702804   7710690
Ntl   7710879   7713991
CG7211   7747274   7747874
CR45718   7753202   7753393
CG7196   7754173   7765915
CG14538   7754173   7765915
CG7191   7767627   7775033
CG7164,Uro   7780084   7782760
CG7154   7782864   7786061
CR44825   7791174   7796260
r2d2   7800146   7810703
LanB1   7811437   7820771
CG7115   7821033   7827315
mts   7827649   7833576
CG14537   7840451   7841262
lectin   28C   7857076   7860839
tRNA:G3:28D   7872848   7872919
CG34132   7883281   7887513
CG7231   7891186   7986785
CR44996   7994387   7998151
Sirup   7998868   8004286
Tg   8011404   8026898
baf   8026913   8040826
Cka   8026913   8040826
CG7429   8041105   8042909
CG7466   8043470   8071624
Trf   8072894   8073948
CR45257   8074116   8083107
Bsg   8083419   8116531
CG8673   8124328   8126890
CG8668   8127000   8133989
CG43394   8134246   8159638
CG31606   8134246   8159638
Rbsn   5   8159831   8162452
Piezo   8163072   8190137
CR44116   8190296   8197049
CG8460   8197192   8198813
PGAP5   8198881   8205298
CR44119   8198881   8205298
CG8419   8206170   8211122
Ssb   c31a   8211346   8211938
CG8353,CG8360   8212958   8215239
CG8349   8215914   8218017
CR43262   8242054   8242435
CG14277   8242631   8244003
tRNA:K5:29A   8258372   8301079
CR43752   8258372   8301079
Scgalpha   8303428   8305376
CG7840   8305585   8308192
CG7818   8308426   8311195
CG7806   8311398   8319908
CG7787   8320327   8325409
CG14275   8327455   8332911
CG14274   8338286   8342056
CG14273   8342694   8345015
CG7778   8346619   8351112
Mur29B   8352186   8355172
CSN8   8364854   8365663
Pp2A   29B   8366037   8370090
CG17292   8370342   8374250
Wdr82   8374460   8376797
CG17294   8377034   8378206
Rcd4   8382860   8384137
CG13384   8384454   8389331
snRNA:U6atac:29B   8389723   8389820
CR45343   8394428   8395332
CG13385   8396648   8397886
CG13386   8399020   8400078
CG31898   8400420   8403280
emb   8403446   8408853
Akap200   8415689   8433598
Chrac   14   8437404   8437996
mus201   8438168   8442342
CG31897   8442446   8445815
fu2   8464487   8466694
d   8466816   8488671
CheA29a   8466816   8488671
tRNA:CR31896   8466816   8488671
CG43796   8466816   8488671
unsRNA:d   a   8466816   8488671
CG13088   8488980   8490546
CG43400   8490738   8491360
PIG   U   8515095   8517380
CG13090   8517410   8519176
CG13091   8519689   8521809
Acer   8521932   8528618
CG17834   8529140   8541439
tRNA:CR31603   8541760   8541832
Sema   1a   8542146   8672041
tRNA:CR31895   8542146   8672041
tRNA:CR31602   8542146   8672041
Glt   8672697   8679812
tRNA:CR31889   8672697   8679812
tRNA:CR31890   8681324   8684376
Trs23   8686230   8687052
CR44992   8687225   8709611
CG9314   8687225   8709611
CG12438   8752284   8753209
SoxN   8825644   8829670
CG32986,CG32987,CG32988   8862609   8867686
CG32983,CG9483   8862609   8867686
CR44414   8867874   8868747
CG42713   8891439   8892180
CG34398   8898785   8933594
Tsp29Fa   8933961   8936096
Tsp29Fb   8937389   8943257
CG32985   8962532   8964620
CG32984   8964981   8967035
CG18088   8967534   8975428
CG18662   8977833   8984872
CG9555   8991734   8993632
CG17906   8993817   8997379
CG18661,Try29F   8997604   8999816
CG9568   9010582   9011358
CG13102   9012187   9014149
CR44483   9051630   9071607
CG12439   9077120   9077988
Toll   4   9084106   9089440
CG31609   9097562   9098175
CR44482   9099396   9099770
Or30a   9111813   9113285
CR44617   9119581   9120040
CR44615   9124031   9124500
CG32982   9125736   9163721
CG13108   9164234   9166514
tai   9166777   9251042
Ggamma30A   9256562   9302494
CR45456   9325844   9326721
CR45457   9327038   9327553
CG17005   9327743   9330332
Cks30A   9330762   9331981
Eaat1   9333566   9341925
CG3748   9342831   9344777
CG43350   9349545   9349963
CG13110   9350469   9350996
CR43404   9364296   9364991
CG34181   9367639   9368434
CR43865   9370308   9415156
Aldh   9370308   9415156
Mco1   9416587   9426342
CG42847,Fbp2   9426783   9431052
scat   9431404   9435341
CG3769,RpS28   like   9435398   9437227
numb   9437468   9464184
CR43769   9470325   9470861
CG33298   9495473   9520696
Oatp30B   9521209   9540060
CG31883   9521209   9540060
CG17855   9540522   9542480
Cpr30B   9542877   9543658
CG13113   9544170   9544875
CG13114   9545810   9547424
CG3838   9568889   9576769
CG3841   9589475   9591783
gcm2   9608561   9612706
Trx   2   9613165   9616404
GlcAT   S   9616468   9623109
Apoltp   9634178   9656026
CG33299   9656599   9657424
hoip   9699790   9700459
pelo   9700809   9708883
CG13116   9711511   9746495
CG13117   9711511   9746495
zf30C   9758341   9762375
und   9763368   9765338
CG4017   9765356   9770996
CG17633   9765356   9770996
IP3K1   9782383   9790745
CG4036   9790881   9791958
CR43766   9793316   9886250
CR44701   9887038   9887389
FKBP59   9888004   9890772
CG4537   9890884   9893446
Bka   9895286   9896104
Srp54   9912910   9915044
yip2   9915252   9917220
CG4594,CG4598   9918617   9921459
CG4592   9921632   9924865
CG42366   9925160   9930378
CG42367   9930579   9931131
CR45007   9934766   9938833
CG4619   9938862   9947648
CG4709   9954324   9957019
CG4658   9957131   9963949
CR43683   9957131   9963949
RpL13   9967312   9968645
bib   9983670   9995538
CG4747   10003831   10008889
Trp1   10009380   10013170
CG13127   10026675   10029298
obst   B   10032689   10038954
CG33301   10049579   10051201
CR44874   10051361   10052289
CR44875   10053603   10054100
Cpr31A   10054212   10055935
Pen   10056899   10060095
Spn31A   10060815   10063925
CG34109   10064120   10180256
CG4839   10064120   10180256
CG13137   10064120   10180256
RpL7   10201003   10202321
CR44845   10207084   10209786
CG4901   10211169   10213721
Prosalpha6   10221350   10222546
CG4908   10222656   10224447
eEF1delta   10232506   10234450
me31B   10239340   10242172
CR44995   10242511   10247078
CG31717   10250736   10251714
Ror   10251842   10255891
CG18619   10264124   10265229
Mob3   10265335   10266570
CG4953   10266702   10268748
CG4957   10268871   10269904
Mulk   10270050   10278811
CR44968   10295858   10299847
CG4968   10306921   10308045
CG4972   10314791   10324990
CG4995   10314791   10324990
CG5037   10331470   10333129
GATAd   10333733   10339185
SamDC   10339456   10341503
CG31715   10341615   10342523
Sps2   10342593   10344223
CG5022   10344441   10347706
CG5045   10356794   10358078
pim   10362988   10364092
lft   10364470   10366410
CG5056   10366691   10367946
dpr19   10376167   10379905
CG5096,gny   10380102   10384723
mRpS7   10386661   10387652
da   10388104   10393228
Cnot4   10396715   10403206
Ir31a   10405564   10408197
Ip259,RpS27A   10408351   10410456
Klp31E   10414016   10418991
RfC3   10419189   10420612
CG5168   10423290   10425482
KdelR   10426886   10428632
CG5188   10428828   10430918
TfIIB   10431337   10435656
holn1   10435994   10437316
CHIP   10437547   10439240
CG13142   10439439   10441047
loh   10442533   10450080
LM408   10457657   10462472
RluA   2   10477072   10482975
Grip75   10483294   10488622
CG6144   10488693   10491454
CR44224   10491813   10507015
CG6094   10507080   10510453
Lrr47   10517334   10519269
CG18301,Lip4   10527571   10533647
CG18302   10534321   10536587
Trim9   10544882   10628054
CG6138   10544882   10628054
CG34160   10544882   10628054
CR45351   10638561   10639592
CG31872   10639930   10643539
CG18284   10643970   10645891
CG17097   10646414   10650152
CR44580   10650856   10651454
CG17098   10651612   10654499
CR45692   10657626   10658031
CG45690   10658280   10658559
CG31871   10662080   10671487
CG17104   10677197   10679707
CG17105   10681029   10681775
CG17107   10681901   10682528
CR44181   10694999   10698195
CG6415   10701939   10709453
CR44407   10710100   10710733
CG6431   10724202   10728740
CG17118,CG6443   10728977   10731356
Dpy   30L1   10732652   10736071
CG12299   10737344   10740762
mir   4970   10740781   10743935
CG6495   10761115   10764971
CG17127   10770867   10771370
CG31870   10772037   10801109
CG6508   10804273   10837511
CG17134   10804273   10837511
CG43129   10847226   10856644
Stam   10858535   10862006
CG12517   10870166   10870722
CR45453   10870866   10871133
CR45454   10872013   10872384
CR44490   10886453   10887199
CG14072   10917014   10964153
YL   1   10970442   10972093
CG16743   10972279   10973408
SCAR   10976771   10987420
CG12253   10987805   10989241
CG16833   10989400   11001476
lectin   33A   11002071   11002738
Nup154   11004819   11011086
dUTPase   11011311   11012135
Acp32CD   11013205   11066998
CG14913   11013205   11066998
CG18666   11013205   11066998
CG14915   11071026   11071532
CG43725   11075512   11075962
CG16854   11086720   11090973
CG4705   11091443   11095096
l(2)gd1   11106942   11113061
Gr32a   11114013   11120319
Nup160   11123776   11130645
CG4751   11130736   11136003
hgo   11136392   11138565
CG4788   11156117   11203544
ab   11210677   11269002
cana   11269779   11277846
CG33695   11278020   11279982
Ppt2   11280056   11281920
mre11   11282089   11285706
CR43721   11307752   11308038
CR44583   11318943   11319259
CR44586   11354000   11354329
salr   11358872   11373636
spz4   11501714   11517081
CG14929,CG4970   11517390   11521444
CG34162   11531819   11534547
CG43438   11536144   11536844
CR44495   11561200   11561966
kek2   11581936   11626883
CR44496   11581936   11626883
CG4983   11652447   11654164
CG43167   11657409   11657992
CR44480   11661689   11662404
CG44477   11663258   11663872
CR44481   11665240   11665810
CG4988   11694803   11696107
CR44143   11721285   11722098
CR44145   11736401   11737541
Vha100   5   11738947   11744524
CG14931   11788333   11789475
CG14932   11789918   11791011
CG45011   11814155   11928572
CG45012   11814155   11928572
CR45013   11814155   11928572
Sfp33A4   11814155   11928572
Sfp33A2   11814155   11928572
Sfp33A3   11814155   11928572
CG31704   11814155   11928572
      11814155   11928572
Mal   B1   11814155   11928572
Mal   B2   11814155   11928572
CG42751   11814155   11928572
Or33a   11934504   11935716
Or33b   11936180   11937501
Or33c   11937968   11939202
Cry   11944128   11947131
CG16964   11947940   11948803
CG16965   11981590   11988039
CG34163   11988269   11989882
dgt2,escl   11989935   11992848
Ada1   2   11992901   11995432
Qtzl   11995739   11996723
Ada1   1   11996808   11999340
CG12264   11999653   12002266
Rh5   12008152   12009832
CR44588   12013527   12013899
dmGlut   12027437   12034122
CG18788   12034189   12038511
CR44589   12046441   12046679
CG14945   12049417   12056042
      12057777   12058251
CG14947   12076099   12077739
CR44591   12079603   12080568
CR44592   12082994   12086413
CR44593   12086620   12088025
Pex19   12091821   12096511
Mt2   12096524   12097687
Ced   12   12097837   12103285
Aats   thr   12103750   12107170
Phae1   12109416   12110664
Phae2   12111109   12112256
CG17211   12114359   12129896
Gr33a   12138007   12140392
CG17217,CG31760,ZnT33D   12142779   12172586
CG31861   12142779   12172586
crok   12172980   12174638
aret   12175003   12313438
CG31759   12175003   12313438
CG31862   12338847   12339477
bru   2   12343642   12397528
CG17010   12343642   12397528
Pkd2   12398273   12402023
CG6405   12424903   12426440
CG6388   12428027   12430892
Elf   12431074   12441279
Oatp33Eb   12448483   12453242
CR17024   12453663   12454951
CR43051   12455539   12546611
CR42746   12455539   12546611
CR44595,CR44596   12581444   12583550
nub   12587624   12646356
pdm2   12657164   12686306
CG6153   12692992   12694988
PICK1   12695032   12698917
spict   12704724   12706683
CG6180   12706798   12708680
MRP   12713275   12744807
CR44970   12840894   12841323
CR44971   12841516   12841895
ACXB,ACXC   12912529   12921008
ACXA   12921090   12925453
ACXE   12925610   12929823
CR44183   12931550   12932340
CG16800   12966589   12967810
Vha68   2   12974321   12978607
Vha68   3   12978785   12981293
Tor   13004479   13013197
CR44197   13089802   13090559
CR45447   13096993   13097298
CR45461   13104679   13105220
CG5142   13106806   13109468
CG43050   13119293   13120767
CG5122   13130590   13134804
CR44199   13146635   13146908
Pk34A   13158809   13160173
CG5204   13160526   13163153
Sir2   13163208   13169551
CG43925   13169648   13176888
CG5439   13177149   13178978
CG5287,CG5458   13179246   13191979
Edem2   13192200   13203295
Pect   13203761   13211814
snRNA:U2:34ABb   13215838   13216030
CG5705   13219978   13222429
CG16812   13222586   13224545
CG16813   13227528   13228521
CG16815   13229831   13230549
Prosalpha6T   13232038   13233058
CG5867   13236493   13239297
CG5945   13239988   13244724
snRNA:U5:34A   13244847   13244974
CG16820   13246231   13250189
CG31728   13251508   13257426
CG31851   13257476   13258644
CG44085   13261007   13286538
CR44083   13261007   13286538
Uvrag   13286776   13289556
CG31729   13289996   13301668
CG16824   13289996   13301668
CG16825   13301813   13331121
CG16826   13347772   13349020
CG6523   13366446   13367410
Tap42   13367616   13369021
CG31855   13369203   13371110
CG6565   13374018   13376404
beta'COP   13378901   13382382
loqs   13382651   13385671
CG7099   13387570   13395131
CG7110   13398857   13411047
CG16848   13412518   13413716
CG42784,CG43850   13415430   13500427
Tehao   13415430   13500427
CG42809   13415430   13500427
CG42810   13415430   13500427
CG33640   13500623   13549328
CG33641   13500623   13549328
CG33642   13500623   13549328
CG33643   13500623   13549328
CG33644   13500623   13549328
CG33645   13500623   13549328
CG16852   13500623   13549328
CG16853   13500623   13549328
kuz   13550138   13639411
CR44973   13550138   13639411
CR44726   13642820   13643230
CG18507   13665524   13672967
CG7311   13676859   13717320
CG31813   13736137   13737030
